Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.61,0.3815608630220877
100% Corpus,9,0.31,0.9099999999999999,0.3993668002262554
100% Corpus,9,0.31,symmetric,0.39124612124908825
100% Corpus,9,0.61,0.01,0.40340766799989236
100% Corpus,9,0.61,0.31,0.38341220602530846
100% Corpus,9,0.61,0.61,0.3886886602156385
100% Corpus,9,0.61,0.9099999999999999,0.418806265738791
100% Corpus,9,0.61,symmetric,0.4027994485113518
100% Corpus,9,0.9099999999999999,0.01,0.414611585710804
100% Corpus,9,0.9099999999999999,0.31,0.3975304041909593
100% Corpus,9,0.9099999999999999,0.61,0.42456193695201766
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4863393016362561
100% Corpus,9,0.9099999999999999,symmetric,0.39628520659149125
100% Corpus,9,symmetric,0.01,0.4048706263332648
100% Corpus,9,symmetric,0.31,0.3998369602274437
100% Corpus,9,symmetric,0.61,0.39175756726407607
100% Corpus,9,symmetric,0.9099999999999999,0.4101303258784411
100% Corpus,9,symmetric,symmetric,0.38054087822530214
100% Corpus,9,asymmetric,0.01,0.4026907734412963
100% Corpus,9,asymmetric,0.31,0.38061840417902026
100% Corpus,9,asymmetric,0.61,0.41261080141654244
100% Corpus,9,asymmetric,0.9099999999999999,0.4543033912571944
100% Corpus,9,asymmetric,symmetric,0.4084164322301444
100% Corpus,10,0.01,0.01,0.44421574865888613
100% Corpus,10,0.01,0.31,0.40488237651357145
100% Corpus,10,0.01,0.61,0.4099453264396621
100% Corpus,10,0.01,0.9099999999999999,0.4251698453263807
100% Corpus,10,0.01,symmetric,0.46426854320127553
100% Corpus,10,0.31,0.01,0.4582627236981671
100% Corpus,10,0.31,0.31,0.40854096544053586
100% Corpus,10,0.31,0.61,0.4361415381853743
100% Corpus,10,0.31,0.9099999999999999,0.46057003852573575
100% Corpus,10,0.31,symmetric,0.462048031702473
100% Corpus,10,0.61,0.01,0.4585624873379787
100% Corpus,10,0.61,0.31,0.43426135244366115
100% Corpus,10,0.61,0.61,0.4863679798859778
100% Corpus,10,0.61,0.9099999999999999,0.5307432352780236
100% Corpus,10,0.61,symmetric,0.44229279759735823
100% Corpus,10,0.9099999999999999,0.01,0.46260033383840327
100% Corpus,10,0.9099999999999999,0.31,0.42373051553499097
100% Corpus,10,0.9099999999999999,0.61,0.49398372026716986
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5451058110116141
100% Corpus,10,0.9099999999999999,symmetric,0.45606411944042236
100% Corpus,10,symmetric,0.01,0.44478724288393295
100% Corpus,10,symmetric,0.31,0.4090801131660696
100% Corpus,10,symmetric,0.61,0.4026335136793415
100% Corpus,10,symmetric,0.9099999999999999,0.4184409729331159
100% Corpus,10,symmetric,symmetric,0.45767138685230513
100% Corpus,10,asymmetric,0.01,0.42487342734684985
100% Corpus,10,asymmetric,0.31,0.354683919208151
100% Corpus,10,asymmetric,0.61,0.3863043753511712
100% Corpus,10,asymmetric,0.9099999999999999,0.47853911958127854
100% Corpus,10,asymmetric,symmetric,0.3929128355470264
